session_id,site1,site2,site3,site4,site5,site6,site7,site8,site9,site10,user_id
547,1152,310,2131,1013,810,810,37,24,24,575,31
548,1245,1807,3568,3569,3570,366,3571,3572,3573,3574,31
549,2620,3575,2621,366,1807,2132,3576,810,3577,3578,31
550,2622,3579,3580,366,1807,3581,2623,3582,2624,1152,31
551,3583,3584,899,2625,3585,3586,3587,3588,3589,3590,31
552,464,3591,2132,3592,2622,3593,3594,3595,2623,2624,31
553,366,80,3596,1807,2621,3597,2620,3598,112,709,31
554,80,52,2625,2132,3599,366,3600,3601,3602,2,31
555,366,3603,72,15,3604,3605,3606,15,15,15,31
556,15,3607,3608,2,3,30,33,10,6,9,31
557,9,37,24,24,24,24,24,9,2,2,31
558,3609,3610,1160,1568,375,1808,17,680,18,44,31
559,1568,1569,1160,1808,119,1569,1160,863,1160,207,31
560,1569,31,856,2626,1568,1808,1809,1160,207,1569,31
561,603,1809,856,814,244,207,739,296,80,207,31
562,588,2,588,1160,1808,2133,1551,647,513,343,31
563,1810,1809,588,814,1160,1568,1569,18,2626,17,31
564,207,1568,1160,1809,739,207,55,133,304,55,31
565,55,197,123,199,203,128,293,199,123,197,31
566,55,3611,3612,217,2113,258,217,212,2113,3,31
567,258,852,1073,258,2134,1073,709,88,9,473,31
568,2,55,55,55,106,197,123,199,238,173,31
569,55,3613,211,211,226,3614,606,860,860,55,31
570,55,197,123,199,55,55,55,55,199,123,31
571,197,465,87,3615,3616,1079,1386,1811,350,643,31
572,1011,1386,350,87,53,4,393,5,1390,43,31
573,172,2,6,3,237,6,2,3,237,88,31
574,13,38,3,6,237,13,88,38,2,2,31
575,88,2,88,88,2,88,2,2,2,40,31
576,40,40,2,2,88,78,535,6,535,6,31
577,6,78,75,75,237,75,75,2,237,13,31
578,3,88,237,237,3,10,21,27,3,6,31
579,9,2,27,10,21,38,13,78,9,2,31
580,6,9,77,13,38,78,19,6,19,38,31
581,23,1,10,7,9,6,23,13,7,7,31
582,38,15,78,15,19,23,13,3,19,1,31
583,15,19,13,237,19,77,38,19,3,10,31
584,237,9,9,9,237,13,6,3,88,9,31
585,69,69,161,69,39,80,67,85,52,2,31
586,15,72,15,15,15,2,30,10,33,2,31
587,3,13,237,88,38,419,902,22,6,419,31
588,5,13,707,212,770,419,1082,87,214,419,31
589,214,419,87,87,44,18,770,22,1082,3,31
590,17,1082,52,770,15,107,5,107,24,37,31
591,1570,5,24,419,3617,2627,2627,9,46,20,31
592,87,87,515,376,608,385,186,385,22,376,31
593,608,186,5,773,515,186,385,608,607,645,31
594,87,31,773,607,862,214,946,238,3618,549,31
595,549,860,860,1083,608,186,385,376,2123,5,31
596,212,186,607,80,515,645,173,18,17,15,31
597,173,515,645,862,5,173,22,376,186,946,31
598,3619,1811,773,20,46,87,186,185,149,185,31
599,186,185,38,19,13,3,2,1812,3620,18,31
600,17,2,3621,1812,1812,5,22,185,1812,20,31
601,185,186,185,185,186,185,9,2,185,186,31
602,6,10,185,376,385,186,376,185,186,185,31
603,237,185,186,185,2,326,948,3622,2628,3623,31
604,1014,1014,452,2629,415,326,375,948,244,856,31
605,85,73,87,737,214,576,31,3624,17,106,31
606,1014,73,18,2135,22,736,2136,814,2137,647,31
607,259,238,112,296,80,185,186,608,385,515,31
608,376,5,376,385,186,608,607,773,773,608,31
609,385,590,376,385,607,5,862,948,946,186,31
610,515,376,385,645,87,3625,946,258,258,3626,31
611,258,258,3627,1391,326,326,1083,326,87,185,31
612,20,186,590,185,186,426,359,2,74,359,31
613,426,359,426,707,1154,31,73,901,17,73,31
614,359,18,5,3628,3629,396,550,396,1248,1158,31
615,504,901,74,504,185,504,74,74,504,74,31
616,185,74,186,74,3,185,504,74,74,10,31
617,74,6,185,74,186,9,74,2,185,74,31
618,186,74,74,185,74,74,185,74,186,74,31
619,74,185,74,186,74,185,74,186,74,74,31
620,185,74,186,74,185,74,74,74,185,74,31
621,186,74,185,74,74,74,186,185,515,385,31
622,186,608,385,608,773,607,186,376,5,385,31
623,773,607,376,515,376,862,385,74,186,645,31
624,946,3630,1011,1391,217,1083,74,185,74,20,31
625,74,186,74,237,13,88,3,74,185,74,31
626,74,185,74,74,74,186,74,74,74,74,31
627,185,74,74,74,185,74,74,74,74,186,31
628,74,74,6,74,185,74,185,74,74,186,31
629,74,74,185,74,185,74,74,186,74,74,31
630,185,74,185,9,74,74,186,74,74,185,31
631,74,185,74,74,186,74,74,185,74,185,31
632,74,74,237,186,74,74,185,185,186,385,31
633,515,608,376,426,359,186,74,607,385,426,31
634,359,376,5,73,359,707,1154,385,1571,901,31
635,3631,504,385,376,773,170,903,608,80,901,31
636,73,376,773,74,385,44,385,5,607,18,31
637,17,170,186,862,170,385,376,515,3632,504,31
638,645,226,946,645,170,549,226,3633,643,1083,31
639,1391,1083,74,185,504,74,20,504,74,186,31
640,74,74,185,74,185,504,74,74,186,74,31
641,74,185,185,74,74,74,186,74,9,74,31
642,6,185,74,185,74,74,74,186,74,74,31
643,185,74,185,74,74,74,186,74,74,185,31
644,74,185,74,74,74,74,74,186,74,74,31
645,185,74,74,185,24,37,24,74,74,74,31
646,74,186,74,185,74,185,74,74,74,186,31
647,74,185,186,385,515,608,5,385,376,186,31
648,22,607,608,607,74,385,376,773,862,186,31
649,385,515,376,645,296,194,946,185,3634,350,31
650,258,1083,1391,1083,1391,74,74,20,74,186,31
651,74,74,185,185,74,74,13,88,9,237,31
652,3,74,186,74,74,185,185,74,74,74,31
653,186,74,6,74,185,185,74,74,74,186,31
654,74,74,185,185,74,74,74,74,186,74,31
655,185,185,74,74,74,74,186,74,185,185,31
656,74,74,237,74,74,186,426,359,359,707,31
657,426,1571,74,1154,73,504,73,901,359,17,31
658,44,18,5,3635,217,217,504,185,185,74,31
659,504,74,74,504,74,186,74,185,186,385,31
660,608,515,607,186,385,5,185,376,385,376,31
661,773,608,862,74,607,385,376,186,376,515,31
662,645,385,946,504,3636,1083,211,1391,1083,74,31
663,74,20,74,2,15,2630,496,2631,2,776,31
664,3637,2,186,74,2631,2630,496,776,2,681,31
665,185,74,185,74,2,31,2632,2633,3638,3639,31
666,1572,2633,3640,2632,112,74,3641,74,2,2138,31
667,2138,15,2138,15,4,9,6,2,185,10,31
668,496,208,39,60,60,69,161,69,60,60,31
669,39,67,80,15,72,138,112,15,37,24,31
670,574,133,3,609,31,197,3,133,123,199,31
671,609,133,133,52,3,5,207,85,3642,1813,31
672,211,258,211,393,304,3,55,55,55,3,31
673,55,67,55,55,199,123,197,3643,3644,602,31
674,1785,709,112,1788,1550,944,55,55,3,199,31
675,123,197,3645,3646,258,55,55,3,123,55,31
676,199,197,3647,3648,55,1390,52,55,3,55,31
677,123,197,199,5,3649,3650,211,211,813,549,31
678,396,550,767,813,1257,767,55,55,123,199,31
679,3,106,3651,197,173,296,809,1007,3652,1257,31
680,550,396,396,3653,643,550,396,217,812,15,31
681,15,15,15,15,2,3,30,10,33,6,31
682,9,51,23,55,55,3,123,197,199,55,31
683,106,106,3654,2634,350,217,350,2117,396,550,31
684,3655,853,396,9,51,463,2,23,2127,1803,31
685,1260,774,2126,73,73,737,73,576,2128,244,31
686,31,856,1804,737,576,73,106,774,3,173,31
687,15,452,259,112,1805,173,2129,1081,173,1081,31
688,2130,251,52,128,738,738,1380,738,1380,3656,31
689,18,1380,738,17,44,22,738,1380,738,415,31
690,588,774,218,1380,2581,536,418,707,738,22,31
691,5,67,107,588,738,17,2139,18,738,418,31
692,5,1082,3657,770,707,1789,770,1789,20,738,31
693,2,770,707,770,1558,9,88,13,3,38,31
694,237,738,24,37,24,10,6,738,1081,237,31
695,51,23,9,13,9,88,237,3,237,9,31
696,24,37,24,3,13,237,88,9,2,237,31
697,88,2,9,4,3,13,237,88,39,254,31
698,9,23,237,9,24,37,24,237,88,13,31
699,3,9,15,72,237,51,6,9,9,13,31
700,9,88,3,237,39,39,237,9,24,37,31
701,2,13,88,3,9,237,4,463,72,2,31
702,15,15,24,37,24,24,3658,3659,1015,1573,31
703,1814,2140,2141,1015,352,2141,44,17,18,352,31
704,1814,15,22,352,15,352,352,352,1015,352,31
705,352,352,352,352,352,3660,106,1814,2141,3661,31
706,352,106,342,5,67,610,22,5,2140,2635,31
707,67,343,203,52,2635,107,2140,1814,85,85,31
708,218,85,20,46,85,149,22,2,88,38,31
709,237,13,3,6,10,1787,359,426,359,426,31
710,74,1016,98,52,426,359,1571,1154,15,212,31
711,359,5,426,98,814,296,238,85,359,452,31
712,1571,73,901,1790,31,1554,1008,736,5,80,31
713,901,73,1008,359,17,5,18,3662,211,1156,31
714,1565,859,602,1248,504,504,359,359,359,359,31
715,504,74,504,590,74,504,88,13,237,3,31
716,1076,1381,1076,1381,2102,2588,1251,1381,15,326,31
717,1076,1381,87,17,18,73,130,87,22,53,31
718,73,251,343,5,259,326,857,15,251,246,31
719,326,128,343,3663,562,562,675,602,602,416,31
720,1076,1076,172,20,2,74,359,426,359,426,31
721,707,1154,1571,504,770,73,214,1558,73,1082,31
722,18,5,17,3664,350,504,22,350,1079,504,31
723,80,707,74,504,237,13,88,6,3,10,31
724,2,31,133,3,31,609,199,197,123,609,31
725,133,903,903,903,172,3,172,55,123,55,31
726,197,173,106,2142,173,106,3665,193,197,123,31
727,55,342,192,293,2091,55,3666,3667,602,860,31
728,860,211,853,1156,1565,55,420,4,10,21,31
729,4,27,4,4,27,10,21,30,10,9,31
730,6,4,9,3,4,33,6,43,55,123,31
731,197,55,343,203,3668,4,4,9,33,3,31
732,420,4,10,21,4,27,10,21,27,4,31
733,30,6,30,9,4,10,9,3,9,4,31
734,51,33,4,9,4,51,23,4,9,6,31
735,4,33,43,23,3,133,609,31,199,123,31
736,197,262,55,3,55,55,197,123,106,106,31
737,3669,173,1574,173,5,3670,3671,2109,550,396,31
738,1158,217,226,1161,551,1815,1816,4,10,4,31
739,30,6,9,3,10,4,33,4,30,3,31
740,6,9,33,4,9,30,3,33,4,4,31
741,33,9,4,6,3,30,3,609,133,123,31
742,3,31,199,197,262,609,133,1553,393,55,31
743,55,3,55,123,197,106,342,3672,128,2143,31
744,106,245,2142,173,173,238,3673,55,3,55,31
745,123,197,293,333,55,3674,605,416,3675,549,31
746,2636,549,2636,217,813,55,3,123,197,106,31
747,2144,173,3676,258,173,55,3,55,123,197,31
748,55,3,55,197,123,343,193,203,5,55,31
749,3677,3678,416,226,226,1254,604,860,1254,217,31
750,55,211,197,55,123,3,3679,416,367,938,31
751,938,55,55,55,3680,3,55,550,853,55,31
752,123,197,3681,55,3,55,123,197,3682,396,31
753,3683,550,367,605,549,675,43,3,55,123,31
754,197,55,3684,3685,55,3,55,123,197,3686,31
755,1377,898,938,55,3,123,55,197,55,3,31
756,55,123,197,55,3687,258,3688,55,258,123,31
757,3,55,197,3689,1813,1813,258,258,217,55,31
758,55,3690,55,3,123,197,2145,2146,2145,2146,31
759,55,3691,217,2145,2146,55,123,3,55,197,31
760,39,39,254,39,39,648,3,31,777,192,33
761,31,241,2,6,3,2,2,6,3,2,33
762,241,241,43,241,2,2,3692,2,2147,2147,33
763,241,2,2,2,62,54,86,142,54,62,33
764,2,54,142,54,62,241,2,2,2147,3,33
765,241,2,1575,2,1575,2,18,44,1575,6,33
766,3693,1575,6,17,5,6,17,10,1575,6,33
767,10,241,2,2,2,42,35,42,29,2,33
768,35,629,29,6,35,42,35,629,42,29,33
769,6,42,29,35,35,35,29,42,47,42,33
770,48,48,48,42,29,35,47,47,48,42,33
771,29,35,47,48,29,48,47,35,42,3,33
772,2,2,2,42,864,864,2637,241,2638,2637,33
773,2638,864,864,864,864,864,864,864,864,864,33
774,864,864,39,3,31,648,777,31,241,3,33
775,61,61,61,548,548,61,61,2,41,6,33
776,3,6,2,3,62,54,2,62,86,54,33
777,142,2,86,54,62,62,142,54,62,86,33
778,2,88,54,142,2,62,1576,2,1263,1576,33
779,2,1577,1263,603,81,43,5,2,1576,1263,33
780,1577,2,88,2,2,2,88,2,2,2,33
781,2,648,3,31,241,31,2148,41,41,82,33
782,82,39,41,41,865,165,865,82,2149,865,33
783,865,45,45,99,2149,45,156,71,865,156,33
784,45,97,187,45,778,39,865,2639,159,2149,33
785,865,43,2639,865,99,97,97,45,41,99,33
786,45,865,229,71,71,241,2,6,3,2,33
787,6,3,2,42,35,29,42,2,742,29,33
788,35,35,29,29,35,29,35,42,42,88,33
789,2,2,1263,1576,2,1577,603,465,2,1263,33
790,1576,465,5,1577,2,1263,1577,1263,2,2,33
791,88,58,136,31,3,58,136,2,2,815,33
792,815,815,815,2,241,2,2,2,2,241,33
793,3,241,2,2,2,117,90,108,31,2,33
794,384,90,1264,108,591,44,90,101,591,18,33
795,22,5,17,591,90,20,20,591,117,5,33
796,108,117,18,17,2,2,58,58,2,58,33
797,2,2,58,2,58,611,2,353,649,611,33
798,904,353,3,682,353,552,611,743,3,2,33
799,2,36,2,157,3,36,105,453,1162,105,33
800,2150,453,36,18,1162,17,2150,44,76,711,33
801,2151,76,1162,76,2151,519,36,474,711,811,33
802,474,1157,3,474,246,170,170,105,2640,2640,33
803,2,2,2641,2641,2,2,1392,1392,2,2,33
804,241,2,2,2,58,58,2,1084,1084,1084,33
805,2152,3694,949,1084,2153,2153,241,254,39,39,33
806,241,3,2148,41,41,82,82,41,82,45,33
807,165,865,45,865,97,865,71,45,99,97,33
808,159,41,778,229,45,865,39,768,648,3,33
809,777,31,192,31,31,241,2,3,6,3,33
810,3,6,2,1817,1163,2154,44,3695,2,1817,33
811,1163,22,2154,248,1817,17,3696,18,1163,5,33
812,1163,2154,1817,5,212,1818,3697,1163,212,5,33
813,1578,212,5,1163,22,5,1163,22,1578,1818,33
814,1818,5,2642,3698,1163,43,2,81,2,2,33
815,17,5,6,10,20,10,6,20,22,5,33
816,17,6,20,2,5,5,17,6,20,5,33
817,6,17,20,2,168,168,168,168,2,3,33
818,25,168,2,25,3,168,208,6,10,208,33
819,6,3,77,208,77,3,168,811,811,1265,33
820,1265,1265,811,474,474,1265,474,1265,1265,1265,33
821,474,2155,3,474,474,811,474,474,200,2155,33
822,474,2155,200,168,2643,2643,168,168,6,20,33
823,6,22,17,5,20,168,168,2,1388,54,33
824,142,142,1388,54,2,2,4,6,2,4,33
825,3,10,3,3,4,21,6,1393,27,27,33
826,1393,21,10,6,9,30,3,4,33,4,33
827,33,4,9,30,9,6,6,23,4,4,33
828,9,9,10,21,4,27,1393,4,9,4,33
829,27,1393,9,10,21,4,21,10,3,23,33
830,6,9,866,1394,866,866,866,866,39,2,33
831,2,648,3,777,31,2,6,3,3,6,33
832,241,31,2,3,2,2,132,61,312,61,33
833,93,147,247,487,275,247,487,256,427,22,33
834,487,427,44,132,22,5,22,41,17,422,33
835,256,566,539,132,275,299,71,164,241,22,33
836,182,164,311,167,160,149,41,20,182,160,33
837,71,22,20,41,18,5,630,41,132,41,33
838,147,93,312,539,22,275,422,1017,275,299,33
839,22,5,17,132,650,5,71,41,5,22,33
840,20,162,165,71,650,162,99,506,82,41,33
841,165,82,45,162,650,71,99,162,82,41,33
842,165,162,45,162,162,82,97,187,41,97,33
843,159,650,71,41,46,165,95,249,162,162,33
844,41,162,82,45,216,95,97,249,159,46,33
845,5,18,209,147,162,156,506,156,147,71,33
846,41,71,45,162,162,229,5,95,466,43,33
847,81,648,3,777,31,241,31,3,1819,168,33
848,168,6,3,43,2,81,2,6,168,2,33
849,2,3,2,168,2,2,2,2,254,2,33
850,2,2,811,474,474,2,474,1157,200,474,33
851,474,2,2,58,31,3,58,136,58,2,33
852,2,2,2,2,712,712,644,31,1395,1396,33
853,712,1395,2156,1395,712,1395,644,712,1396,1396,33
854,2,1397,2,1397,3,1397,1397,1397,2,1397,33
855,2,2157,2,2157,2157,2,103,1820,1820,103,33
856,3,5,1820,1820,58,3,3,58,3,58,33
857,3,58,168,168,168,312,61,93,132,312,33
858,147,61,147,247,61,900,427,256,422,44,33
859,427,422,132,256,18,17,22,5,566,61,33
860,132,22,299,5,22,394,299,5,394,394,33
861,394,20,22,149,20,71,650,41,41,82,33
862,82,41,46,41,162,165,506,45,162,82,33
863,99,162,45,45,97,187,41,97,95,216,33
864,95,394,46,58,3,58,58,58,58,58,33
865,58,58,159,162,162,58,3,249,97,147,33
866,58,3,71,71,3,58,58,45,162,3,33
867,58,58,147,58,3,58,3,58,58,3,33
868,229,162,58,3,99,58,3,58,58,45,33
869,162,205,45,3,58,3,58,58,3,58,33
870,58,58,3,58,3,58,205,58,58,3,33
871,58,3,2,45,162,205,162,2,58,3,33
872,58,3,58,58,3699,45,205,162,58,3,33
873,58,58,3,58,3,58,3,58,2,71,33
874,71,45,162,162,2,2,1821,31,44,266,33
875,1821,18,5,17,31,58,3,3,58,136,33
876,58,1821,17,5,18,45,162,205,1821,17,33
877,5,18,3,58,31,136,58,136,58,58,33
878,58,58,58,58,58,58,31,3,136,58,33
879,58,162,205,45,3,31,58,136,3,58,33
880,58,58,3,31,58,136,58,162,45,45,33
881,162,58,58,3,31,136,58,205,45,162,33
882,3,31,58,136,58,58,45,162,205,3,33
883,58,31,136,58,58,3,31,58,136,58,33
884,58,3,136,31,58,205,45,162,162,205,33
885,45,205,162,45,205,136,3,31,58,136,33
886,58,58,45,162,205,31,3,58,58,3,33
887,136,58,147,71,45,95,162,506,45,506,33
888,162,648,3,777,31,31,241,2,2,3,33
889,6,3,6,2,2,1018,31,1018,1266,2,33
890,3,2,1822,513,87,540,553,553,2644,2645,33
891,5,2646,2647,3700,1019,31,2648,553,2649,2650,33
892,2647,2645,3701,5,2649,2646,2644,2650,2648,3,33
893,651,22,1019,2,553,20,5,744,553,39,33
894,553,3,20,651,553,5,2,553,5,3,33
895,2,744,87,553,553,2,3,2,651,5,33
896,553,5,20,2,61,132,3,61,312,93,33
897,275,427,132,256,147,61,247,312,744,422,33
898,132,22,487,299,427,44,256,5,18,299,33
899,566,44,17,487,41,487,22,5,132,5,33
900,275,553,553,43,553,651,5,3,2,553,33
901,5,553,553,20,651,3,2,5,553,5,33
902,553,553,651,5,3,2,553,540,20,553,33
903,540,553,553,539,3,5,651,5,553,2,33
904,71,20,650,41,41,82,275,82,41,41,33
905,165,506,162,45,162,82,99,45,2,97,33
906,187,162,41,97,216,95,95,159,162,2,33
907,97,162,2,3702,162,2,2,3703,2,249,33
908,2,2,147,71,71,45,162,147,39,205,33
909,162,162,45,45,162,205,162,3,2,554,33
910,2,554,2,2158,31,554,2159,2159,17,344,33
911,2651,44,554,18,2160,2652,192,2653,205,45,33
912,162,2,2,205,71,71,147,45,162,45,33
913,205,2654,648,3,777,31,31,241,3,2,33
914,3,6,2,2,3,6,43,81,39,2,33
915,2,42,42,2,35,29,35,29,29,29,33
916,35,42,29,29,35,42,47,48,29,29,33
917,48,47,48,35,42,47,48,29,29,35,33
918,47,48,47,42,29,35,48,48,29,35,33
919,47,29,47,42,48,29,35,47,48,47,33
920,35,42,48,29,29,48,29,35,47,35,33
921,29,48,47,47,47,42,48,35,29,47,33
922,35,29,48,47,42,35,35,48,47,35,33
923,47,35,29,48,47,42,35,29,29,48,33
924,47,35,47,42,29,35,48,47,47,29,33
925,35,47,48,29,35,47,48,42,29,35,33
926,47,48,48,35,29,42,47,48,48,47,33
927,35,29,42,29,48,47,29,48,35,42,33
928,47,29,35,47,48,48,29,42,47,35,33
929,48,47,47,47,42,35,48,29,48,47,33
930,47,48,29,48,29,35,29,42,47,48,33
931,35,47,29,47,47,48,42,29,35,35,33
932,29,47,48,47,35,42,47,29,47,29,33
933,35,48,29,48,42,47,35,35,47,29,33
934,35,47,42,48,29,35,29,47,35,48,33
935,35,48,29,29,47,42,29,35,48,47,33
936,48,35,29,35,42,47,29,35,47,29,33
937,48,42,42,48,29,47,35,48,29,47,33
938,48,29,47,42,35,48,42,29,35,47,33
939,48,47,42,29,48,35,48,47,35,29,33
940,35,47,48,29,29,47,48,42,35,47,33
941,47,42,48,35,29,48,47,29,35,35,33
942,48,47,42,29,48,47,29,35,42,42,33
943,29,48,35,47,29,47,48,35,48,29,33
944,35,47,48,47,48,42,35,29,29,35,33
945,47,29,48,42,35,3,2,2,2,2,33
946,2,683,3704,3705,3706,39,648,3,31,777,33
947,31,241,3,2,3,6,2,6,3,2,33
948,132,2,61,61,147,312,93,247,900,427,33
949,61,44,22,18,256,247,17,132,22,299,33
950,132,5,422,566,539,41,149,22,299,5,33
951,71,132,650,241,41,20,394,41,82,149,33
952,394,394,82,41,41,394,165,506,162,45,33
953,20,22,162,82,46,99,45,97,394,187,33
954,45,41,95,159,97,249,216,97,162,241,33
955,162,2,2,46,39,162,162,45,2,81,33
956,43,46,241,45,162,394,162,45,205,241,33
957,950,2161,950,229,205,45,162,950,205,205,33
958,205,205,205,205,241,229,205,506,45,950,33
959,205,205,39,45,205,162,205,648,31,3,33
960,241,31,39,39,43,254,648,3,31,192,33
961,777,31,241,3,2,3,6,6,3,2,33
962,241,768,81,43,39,241,2,3,3,2,33
963,2,2162,2,2162,1085,1085,2162,1164,1085,1164,33
964,1085,1164,1164,1085,1085,1164,1164,1085,1164,1085,33
965,1164,1085,2,150,2,150,76,150,1579,76,33
966,519,519,76,76,76,150,150,76,150,209,33
967,150,150,76,150,150,150,150,76,76,519,33
968,2,76,2,61,312,132,427,93,61,312,33
969,147,247,256,900,422,132,17,5,422,44,33
970,22,256,18,132,566,41,539,5,132,299,33
971,5,299,22,20,71,650,149,241,41,41,33
972,394,82,82,20,41,41,165,162,45,162,33
973,82,506,99,45,45,97,187,162,41,97,33
974,95,159,95,216,249,97,162,22,950,2161,33
975,241,950,950,229,45,162,950,45,162,162,33
976,99,648,3,31,241,31,2,2,6,3,33
977,2,6,3,2,2,1398,1398,905,905,241,33
978,905,905,905,905,905,2163,1580,1823,118,118,33
979,118,905,118,118,118,118,118,118,118,118,33
980,118,118,118,118,118,905,905,118,43,118,33
981,118,118,118,118,118,118,118,118,118,118,33
982,118,118,118,118,118,118,118,118,118,39,33
983,118,118,118,118,118,118,118,118,118,118,33
984,118,118,118,118,118,118,118,118,118,118,33
985,118,118,118,118,118,118,118,118,118,118,33
986,118,118,118,118,118,118,118,118,118,118,33
987,118,118,118,118,118,118,118,118,118,905,33
988,118,118,118,118,118,118,118,118,118,118,33
989,118,118,118,118,118,118,118,118,118,118,33
990,118,118,118,118,118,118,118,118,118,118,33
991,118,118,118,118,118,118,118,118,118,118,33
992,118,118,118,118,1823,118,118,118,118,118,33
993,1580,118,2163,1580,118,118,118,905,168,1819,33
994,168,168,168,2164,2164,2164,168,1399,1399,1399,33
995,1399,168,1399,1399,1581,428,1581,168,31,31,33
996,428,1581,428,1824,31,2165,2165,2165,428,428,33
997,428,1824,1581,428,1824,428,428,428,428,428,33
998,428,428,428,428,428,428,428,428,428,428,33
999,428,428,428,428,428,428,428,428,428,428,33
1000,428,428,428,428,168,168,168,39,351,351,33
1001,505,241,168,42,168,35,42,35,29,35,33
1002,77,35,42,77,29,35,29,35,35,29,33
1003,29,77,35,29,42,35,29,29,35,42,33
1004,121,29,126,42,35,121,126,29,35,121,33
1005,126,126,126,121,77,42,29,35,126,121,33
1006,121,35,126,121,42,35,29,126,77,29,33
1007,35,29,42,77,29,35,35,42,77,29,33
1008,29,77,35,42,29,35,35,77,29,42,33
1009,47,48,47,48,47,48,48,47,42,77,33
1010,35,29,48,47,29,35,77,47,48,42,33
1011,48,47,42,77,29,35,47,29,47,48,33
1012,35,29,42,77,35,47,29,48,29,47,33
1013,48,47,35,42,77,29,47,35,48,29,33
1014,29,77,35,48,47,47,42,29,29,48,33
1015,35,47,42,77,29,48,42,77,47,48,33
1016,35,42,121,126,35,29,313,48,121,29,33
1017,48,121,35,47,126,313,42,77,35,77,33
1018,313,29,47,42,121,35,126,48,35,121,33
1019,47,48,42,77,42,47,29,126,48,121,33
1020,35,29,126,47,48,77,126,42,29,35,33
1021,47,48,77,42,121,126,121,29,77,121,33
1022,42,126,35,48,29,35,42,77,121,35,33
1023,35,47,121,48,29,126,47,35,121,35,33
1024,47,313,48,35,121,126,42,77,48,47,33
1025,121,48,126,48,47,35,29,77,121,42,33
1026,48,47,29,126,35,121,126,29,42,126,33
1027,35,48,47,77,121,29,48,35,47,77,33
1028,29,29,35,42,48,47,48,47,29,35,33
1029,48,48,77,47,29,77,42,48,29,35,33
1030,47,35,48,42,47,77,29,47,77,48,33
1031,35,42,29,29,48,47,35,77,47,48,33
1032,35,29,48,47,48,47,77,29,35,29,33
1033,48,47,42,29,48,35,47,35,35,77,33
1034,29,47,48,35,29,48,47,42,48,35,33
1035,47,29,47,47,29,47,47,48,77,29,33
1036,42,35,47,48,35,47,29,48,35,47,33
1037,48,35,121,29,121,35,35,121,35,29,33
1038,77,313,42,126,121,35,77,42,47,29,33
1039,121,126,35,48,47,29,126,121,35,42,33
1040,48,126,29,121,121,126,48,47,29,126,33
1041,77,121,35,121,35,48,47,29,126,126,33
1042,29,35,126,29,47,48,47,126,121,313,33
1043,47,121,35,77,29,42,48,47,121,126,33
1044,29,35,77,313,42,47,126,121,121,126,33
1045,35,29,313,121,47,35,29,126,47,77,33
1046,48,42,29,48,47,35,121,126,35,77,33
1047,126,121,29,48,35,29,48,47,42,35,33
1048,126,48,47,29,121,29,48,126,47,35,33
1049,35,121,29,126,77,47,48,29,35,35,33
1050,48,29,47,42,121,121,126,47,29,35,33
1051,48,35,121,77,126,29,47,121,35,29,33
1052,47,48,42,126,35,29,121,126,48,47,33
1053,121,77,48,29,35,126,47,47,48,48,33
1054,48,47,47,121,35,121,126,48,77,42,33
1055,77,47,48,47,29,48,126,121,42,77,33
1056,35,48,29,47,35,47,48,29,35,29,33
1057,35,42,121,126,35,29,77,126,121,126,33
1058,48,121,47,29,29,77,121,126,47,48,33
1059,35,35,29,48,47,42,47,126,48,35,33
1060,29,121,29,47,48,126,29,121,48,35,33
1061,126,29,48,77,126,121,47,35,126,35,33
1062,47,29,121,48,35,47,29,42,121,126,33
1063,48,48,35,77,47,42,126,121,29,35,33
1064,126,48,29,47,121,47,48,121,126,35,33
1065,29,29,48,47,126,47,48,35,29,77,33
1066,121,48,126,48,29,35,42,126,121,47,33
1067,77,47,126,48,121,35,29,42,126,77,33
1068,47,47,48,126,48,47,126,29,121,42,33
1069,35,77,47,29,48,121,29,126,121,42,33
1070,48,47,126,121,47,29,35,48,121,47,33
1071,48,29,35,126,77,35,29,121,48,126,33
1072,48,121,47,126,29,42,35,35,121,47,33
1073,48,29,126,121,35,29,42,126,29,35,33
1074,29,121,126,48,35,42,47,47,48,29,33
1075,35,126,121,77,121,35,47,126,48,29,33
1076,42,47,29,121,35,126,48,48,29,121,33
1077,35,47,77,42,35,42,77,48,47,126,33
1078,29,121,35,47,29,48,126,29,35,48,33
1079,47,121,35,77,29,47,126,48,121,29,33
1080,126,35,77,48,47,35,29,47,29,48,33
1081,42,48,29,35,121,126,47,126,29,121,33
1082,48,47,77,77,47,121,126,313,48,47,33
